date,salesperson,customername,carmake,carmodel,caryear,saleprice,commissionrate,commissionearned
2023-05-01,Heather Richards MD,John Esparza,Honda,Civic,2015,44063,0.145366367,6405.28
2023-05-01,Amanda Maxwell,Anthony George,Toyota,Silverado,2021,27367,0.056056444,1534.1
2023-05-01,Paul Mitchell,Morgan Williams,Chevrolet,Corolla,2020,38160,0.126472896,4826.21
2023-05-01,Chase Roberts,Marilyn Bowers,Chevrolet,Corolla,2019,38773,0.149021136,5778.0
2023-05-01,Michelle Jordan,Shannon English,Toyota,Silverado,2013,25289,0.091828109,2322.24
2023-05-01,Brian Robinson,Thomas Malone,Ford,Altima,2013,49878,0.148650913,7414.41
2023-05-01,Katherine Duran,Caleb Andrews,Honda,Altima,2015,20936,0.144465197,3024.52
2023-05-01,Ashley Spencer,Edward West,Toyota,Civic,2014,47097,0.077396617,3645.15
2023-05-01,Tina Hoffman,Ryan Williams,Toyota,Civic,2016,36637,0.100550125,3683.85
2023-05-01,Tonya Reyes,John Peters,Nissan,Corolla,2015,12172,0.143540305,1747.17
2023-05-01,Richard Mendoza,Melissa Reynolds,Honda,Civic,2020,29440,0.146256589,4305.79
2023-05-01,Christopher Martin,Jeremy Jones,Chevrolet,Altima,2022,10440,0.057158467,596.73
2023-05-01,Sarah Riggs,Felicia Matthews,Honda,Corolla,2022,21955,0.136769639,3002.78
2023-05-01,Alexa Green,Kurt Escobar,Honda,F-150,2010,48159,0.094603391,4556.0
2023-05-01,Lawrence Sampson,Claire Taylor,Chevrolet,Civic,2017,43772,0.078237956,3424.63
2023-05-01,Joshua Bolton,James Vazquez,Ford,Civic,2019,19463,0.128383036,2498.72
2023-05-01,Hayley Mason,Christine Rojas,Nissan,F-150,2011,47131,0.071628485,3375.92
2023-05-01,Melissa Stevens,Robert Porter,Chevrolet,Civic,2020,20916,0.121280942,2536.71
2023-05-01,John Hayes,Melissa Gallagher,Chevrolet,Corolla,2013,32704,0.076798813,2511.63
2023-05-01,Austin Jackson,Michael Anderson,Honda,Silverado,2010,38487,0.071648124,2757.52
2023-05-01,Levi Sherman,Tina Austin,Nissan,Corolla,2021,47011,0.109926007,5167.73
2023-05-01,Mario Porter,David Russell,Nissan,Silverado,2022,25667,0.141844025,3640.71
2023-05-01,Gloria Perez,Jacob Maddox,Ford,Civic,2014,13123,0.114892256,1507.73
2023-05-01,Danielle Dean,Victor Adams,Nissan,Corolla,2020,16743,0.111097502,1860.11
2023-05-01,Vanessa Mckenzie,Stephanie Cohen,Honda,Silverado,2019,21376,0.112741097,2409.95
2023-05-01,Susan Serrano,Shane Ford,Toyota,Silverado,2015,27066,0.140395921,3799.96
2023-05-01,Maureen Santiago,Christopher Lin,Honda,Civic,2010,26938,0.149643161,4031.09
2023-05-01,Carrie Nunez,Kathryn Miller,Honda,F-150,2010,43409,0.075648347,3283.82
2023-05-01,John Osborn,Fernando Cox,Ford,F-150,2016,38545,0.131366033,5063.5
2023-05-01,Kathleen Thompson,Matthew Perez,Toyota,Civic,2018,17274,0.071203427,1229.97
2023-05-01,Johnathan Walker,Kelsey Jenkins,Toyota,Civic,2018,29813,0.090972872,2712.17
2023-05-01,Krista Burgess,Julie Mayo,Ford,Silverado,2022,26385,0.067947461,1792.79
2023-05-01,Allison Hale,Nathan Thomas,Nissan,Corolla,2017,16350,0.136241624,2227.55
2023-05-01,Bradley Alexander,Pedro Brown,Toyota,Civic,2018,22533,0.064852357,1461.32
2023-05-01,Julie Spence,Terry Fowler,Nissan,F-150,2014,28942,0.118021575,3415.78
2023-05-01,Angel Burch,Scott Cuevas,Toyota,F-150,2016,22358,0.145123572,3244.67
2023-05-01,Courtney Hughes,Kimberly Larson,Chevrolet,Altima,2018,27779,0.056483148,1569.05
2023-05-01,Michael King,Shannon Navarro,Nissan,Altima,2017,40326,0.083678406,3374.42
2023-05-01,Austin Deleon,Michael Brown,Nissan,Civic,2014,48600,0.120796151,5870.69
2023-05-01,Anna Conley,Michael Gonzalez,Ford,Silverado,2017,45836,0.101922803,4671.73
2023-05-01,Reginald Harris,Kelly Martinez,Nissan,Civic,2022,35414,0.072457852,2566.02
2023-05-01,Dr. Bruce Rodriguez DDS,Zachary Rogers,Nissan,Altima,2013,38598,0.105096532,4056.52
2023-05-01,Paul Ballard,Theresa Miller,Nissan,Altima,2017,34627,0.090600608,3137.23
2023-05-01,Samantha Garcia,Carlos Brown,Toyota,F-150,2018,32148,0.130242046,4187.02
2023-05-01,Ian Nunez,Laura Osborn,Ford,Corolla,2014,25436,0.114584185,2914.56
2023-05-01,Courtney Morrow,David Mcdowell,Nissan,F-150,2020,21331,0.085723721,1828.57
2023-05-01,Bryan Serrano,Randy Moreno,Nissan,Corolla,2016,47982,0.079834766,3830.63
2023-05-01,Anna Matthews,Michele Smith,Ford,Silverado,2017,29895,0.082046054,2452.77
2023-05-01,Derrick Byrd,Daniel Herman,Honda,Corolla,2019,33090,0.073611392,2435.8
2023-05-01,Courtney Mueller,Daniel Mathis,Chevrolet,Altima,2018,33251,0.080216111,2667.27
2023-05-01,Samantha Williams,Julia Cox,Nissan,Altima,2022,19787,0.098771863,1954.4
2023-05-01,Levi Anderson,Carol Petersen,Honda,Corolla,2013,38930,0.09049566,3523.0
2023-05-01,Ronald Pearson,Robert Tucker PhD,Chevrolet,Silverado,2017,17442,0.08283418,1444.79
2023-05-01,Dana Clements,Melissa Brady,Ford,Altima,2011,10059,0.095019228,955.8
2023-05-01,Angela Morrison,John Small,Ford,Corolla,2015,43300,0.094453215,4089.82
2023-05-01,Jennifer Horton,Angela Thomas,Ford,F-150,2021,44918,0.100199784,4500.77
2023-05-01,Derrick Bennett,Mr. John Dean,Ford,Civic,2012,18812,0.13786436,2593.5
2023-05-01,David Keller,John Huber,Ford,Altima,2012,34366,0.058646572,2015.45
2023-05-01,Jennifer Brown,Lisa Contreras,Honda,Corolla,2015,30643,0.114454637,3507.23
2023-05-01,Rodney Howard,Diane Franklin,Honda,Altima,2018,17481,0.122846797,2147.48
2023-05-01,Sierra Bell,Jennifer James,Nissan,Corolla,2016,20596,0.12439469,2562.03
2023-05-01,Kathryn Mendoza,Tara Black,Nissan,Corolla,2012,16439,0.099554691,1636.58
2023-05-01,Jodi Schmitt,Edward Robinson,Chevrolet,Corolla,2010,27870,0.128340251,3576.84
2023-05-01,Terri Davis,Barry Rice,Honda,Silverado,2013,17932,0.132332921,2372.99
2023-05-01,Julian Lee,Teresa Howard,Nissan,Civic,2011,14803,0.114132357,1689.5
2023-05-01,Dr. Dennis Hurley PhD,Mindy Woods,Honda,Altima,2016,25598,0.12978841,3322.32
2023-05-01,Kevin Frost,Steven Beard,Honda,Silverado,2018,12858,0.149090629,1917.01
2023-05-01,Mr. Christopher Rivers,Debra Stewart,Ford,Corolla,2022,40426,0.087551888,3539.37
2023-05-01,Andrew Pacheco,Sally Baker,Honda,F-150,2015,15568,0.052671668,819.99
2023-05-01,Michael Page,Wendy Coleman,Nissan,Silverado,2015,44952,0.054953967,2470.29
2023-05-01,Kurt Holt,Jamie White,Chevrolet,F-150,2013,36385,0.08546125,3109.51
2023-05-01,Samantha Pittman,Sean Cortez,Honda,Corolla,2013,11541,0.097112326,1120.77
2023-05-01,Cassandra Castillo DDS,Michelle Flores,Nissan,Corolla,2013,36874,0.081253956,2996.16
2023-05-01,Peter Jenkins,Michael White,Chevrolet,Silverado,2013,26428,0.052295648,1382.07
2023-05-01,Christopher Wheeler,Samantha Watkins,Toyota,Silverado,2022,13339,0.055633673,742.1
2023-05-01,Steven Johnson,Alexandra Kennedy,Toyota,Civic,2010,37279,0.092064736,3432.08
2023-05-01,Andrew Swanson DVM,Sherry Levy,Toyota,Civic,2011,43909,0.074566696,3274.15
2023-05-01,Lisa Gutierrez,Tony Davis,Nissan,Corolla,2018,35898,0.101623366,3648.08
2023-05-01,James Martin,William Hernandez,Ford,Silverado,2015,33574,0.055915043,1877.29
2023-05-01,Rachel Harrington,Jennifer Anderson,Toyota,Altima,2014,15205,0.138707382,2109.05
2023-05-01,Calvin Tapia,Timothy Stevenson,Chevrolet,Altima,2020,18020,0.102291184,1843.29
2023-05-01,Paul Wolfe,Philip Warner,Honda,F-150,2017,18012,0.095875225,1726.9
2023-05-01,Robert Cline,Alison Stewart,Ford,Corolla,2011,39838,0.075822834,3020.63
2023-05-01,Lance Park,Jason Morgan,Chevrolet,Civic,2015,34761,0.0776861,2700.45
2023-05-01,Elizabeth Wood,Jenna Hill,Nissan,Civic,2010,45224,0.115494726,5223.13
2023-05-01,Natalie Zimmerman,Tracy Valdez,Toyota,F-150,2012,34336,0.072260807,2481.15
2023-05-01,Bonnie Johnson,Wendy Stewart,Toyota,F-150,2015,10017,0.087218885,873.67
2023-05-01,Sarah Torres,Shelby Rogers,Toyota,Silverado,2018,23488,0.059922867,1407.47
2023-05-01,Angela Robinson,Cindy Sanders,Toyota,Corolla,2021,37764,0.137397177,5188.67
2023-05-01,Ashley Hall,Brian Spencer,Toyota,Silverado,2016,24451,0.091868868,2246.29
2023-05-01,Tyler Martinez DDS,Misty Vaughn,Nissan,Silverado,2020,10609,0.104544015,1109.11
2023-05-01,Jason Jones,Matthew Long,Nissan,Civic,2011,30599,0.068565493,2098.04
2023-05-01,Sheila Ramirez,Sarah Garcia,Honda,Civic,2019,22411,0.081033226,1816.04
2023-05-01,Benjamin Carter,Michael Frye,Ford,Corolla,2019,14086,0.103611125,1459.47
2023-05-01,Isaiah Arellano,Shirley Ibarra,Chevrolet,Silverado,2018,40767,0.089226656,3637.5
2023-05-01,Jack Adams,Joseph Barajas,Ford,Silverado,2021,10387,0.136945569,1422.45
2023-05-01,Andrea Rivera,Jason Gates,Nissan,Civic,2021,16828,0.142421005,2396.66
2023-05-01,Bradley Wagner,Jill Norris,Ford,Silverado,2015,14374,0.062423096,897.27
2023-05-01,Zachary Cannon,Hector Ross,Nissan,Silverado,2018,36016,0.119874948,4317.42
2023-05-01,Lori Foster,Dr. Brenda Villarreal,Ford,Silverado,2011,46676,0.132216077,6171.32
2023-05-01,Oscar Campos,Jason Bautista,Nissan,F-150,2014,15946,0.084641563,1349.69
2023-05-01,Alice Mitchell,Andrew Larsen,Nissan,Altima,2021,23114,0.084652175,1956.65
2023-05-01,Thomas Fitzpatrick,Michaela Atkins,Toyota,Altima,2015,10595,0.057209785,606.14
2023-05-01,Daniel Garcia,Jeremiah Holder,Toyota,Altima,2022,26602,0.062815096,1671.01
2023-05-01,Elizabeth Simpson,Emily White,Nissan,F-150,2015,33152,0.123679682,4100.23
2023-05-01,Wendy Underwood,John Brown,Chevrolet,Civic,2021,40646,0.058110873,2361.97
2023-05-01,Craig Mcconnell,Thomas Wade,Honda,F-150,2020,42411,0.138763244,5885.09
2023-05-01,Maria Solis,Dawn Johnson,Nissan,Altima,2019,41625,0.071216037,2964.37
2023-05-01,Anne White,Kevin Montoya,Ford,F-150,2014,12632,0.092901364,1173.53
2023-05-01,Robin Martin,Ian Holt,Chevrolet,Civic,2021,38671,0.064947747,2511.59
2023-05-01,Alyssa Schmidt,Michael Williams,Nissan,F-150,2021,24504,0.104343669,2556.84
2023-05-01,Michael Cochran,Christian Mccoy,Ford,Silverado,2010,10789,0.059423845,641.12
2023-05-01,Joseph Adams,Curtis Hughes,Toyota,Civic,2010,20300,0.149650904,3037.91
2023-05-01,Adriana Marsh,Jennifer Patrick,Chevrolet,Altima,2022,11042,0.055425961,612.01
2023-05-01,Cynthia Morris MD,Randall Johnson,Chevrolet,Corolla,2011,10278,0.13347442,1371.85
2023-05-01,Cassandra Vazquez MD,Cynthia Walker,Honda,F-150,2019,20168,0.059618661,1202.39
2023-05-01,Glenda Ortiz,Ronald Carroll DVM,Ford,Civic,2011,27439,0.147835594,4056.46
2023-05-01,Lisa Gutierrez,Timothy Wilson,Honda,Civic,2013,21909,0.062447471,1368.16
2023-05-01,Thomas Nguyen,Randy Carter,Chevrolet,Civic,2022,11745,0.076353024,896.77
2023-05-01,Erika Sanchez,Kimberly Ramirez,Honda,Silverado,2018,23975,0.114739545,2750.88
2023-05-01,Christina Palmer,Crystal Beck,Nissan,Altima,2021,26583,0.123836364,3291.94
2023-05-01,Lorraine Estes,Clinton Wilson,Honda,Civic,2021,44476,0.106934311,4756.01
2023-05-01,Amanda Phelps,Tabitha Franco MD,Ford,Altima,2011,34718,0.134632772,4674.18
2023-05-01,Shane Leonard,Steven Brooks,Nissan,Altima,2015,36178,0.060634494,2193.63
2023-05-01,Brian Wilson,Elizabeth Kaufman,Ford,Silverado,2016,27593,0.052351009,1444.52
2023-05-01,Timothy Ruiz,Catherine King,Nissan,Altima,2015,15991,0.143957411,2302.02
2023-05-01,Valerie Rice,Joshua Stewart,Toyota,Corolla,2016,40272,0.100922078,4064.33
2023-05-01,Hector Mclean,Peter Montgomery,Nissan,Silverado,2021,46181,0.138699742,6405.29
2023-05-01,Kathleen Jackson,Stephanie Pearson,Nissan,Altima,2019,30112,0.130306735,3923.8
2023-05-01,Aaron Hardy,David Kerr,Nissan,Civic,2017,30128,0.067032399,2019.55
2023-05-01,Lindsay Osborn,Dana Hill,Ford,Corolla,2020,34677,0.103837068,3600.76
2023-05-01,Joshua King,Leah Wong,Toyota,Silverado,2011,45024,0.053025158,2387.4
2023-05-01,Kenneth Robinson,James Martin,Nissan,Civic,2014,21688,0.13262965,2876.47
2023-05-01,Mariah Anderson,John Morgan,Honda,Altima,2019,40682,0.103110816,4194.75
2023-05-01,Katherine Davis,Steven Rodriguez,Nissan,Civic,2022,49562,0.107019402,5304.1
2023-05-01,Mrs. Kimberly Odonnell,Steven Gross,Chevrolet,Civic,2019,13942,0.110990224,1547.43
2023-05-01,Kimberly Sawyer,Dominique King,Honda,Altima,2018,36151,0.087932006,3178.83
2023-05-01,Dr. Megan Fuentes,Ryan Lindsey,Nissan,Corolla,2014,21704,0.082260634,1785.38
2023-05-01,Wendy Berg,Bridget Robinson,Ford,Altima,2022,48245,0.079481147,3834.57
2023-05-01,Kelly Wright,Leslie Santiago,Nissan,Silverado,2014,23151,0.063242436,1464.13
2023-05-01,Julian Thomas,James Gilbert,Chevrolet,Corolla,2020,44711,0.059388635,2655.33
2023-05-01,Joseph Owens,Robert Atkinson,Chevrolet,F-150,2013,45246,0.102232401,4625.61
2023-05-01,Christopher Mendoza,Samuel Clark,Toyota,Civic,2011,35027,0.133071618,4661.1
2023-05-01,Laura Miller,Kelsey Tran,Toyota,Altima,2019,43033,0.135724426,5840.63
2023-05-01,Brian Johnson,James Dillon,Chevrolet,Silverado,2014,15119,0.06128587,926.58
2023-05-01,Jack Coleman,Patricia Smith,Chevrolet,Silverado,2018,40810,0.146726688,5987.92
2023-05-01,Taylor Mitchell,Tasha Mann,Toyota,Civic,2010,27179,0.115988722,3152.46
2023-05-01,Michael Wells,Emily Scott,Honda,Altima,2022,32224,0.114250084,3681.59
2023-05-01,Kimberly Morse,Luke Kelley,Toyota,Civic,2019,13636,0.106518202,1452.48
2023-05-01,Daniel Robinson,Ryan Green,Toyota,Silverado,2019,18883,0.120216923,2270.06
2023-05-01,Michelle Miller,Jason Alexander,Honda,Altima,2014,43314,0.110343441,4779.42
2023-05-01,William Miller,Mariah Fry,Chevrolet,Silverado,2020,25279,0.123902585,3132.13
2023-05-01,Greg Stafford,Christy Wells,Honda,Corolla,2014,37635,0.096906012,3647.06
2023-05-01,James Roy,Daniel Smith,Chevrolet,Civic,2010,11609,0.11522175,1337.61
2023-05-01,Rachel Fischer,John Haas,Ford,Altima,2021,30055,0.070330044,2113.77
2023-05-01,Melissa Lawrence,Courtney James,Honda,Civic,2010,28615,0.067160715,1921.8
2023-05-01,William Lopez,Casey Andrade,Nissan,F-150,2011,46503,0.13646713,6346.13
2023-05-01,Jason Castillo,Patrick Edwards,Honda,Silverado,2015,39409,0.134990565,5319.84
2023-05-01,Julian Johnson,Daniel Johnson,Chevrolet,Silverado,2012,33311,0.094306666,3141.45
2023-05-01,Charles Dunn,Drew Brennan,Nissan,Civic,2014,30556,0.053171542,1624.71
2023-05-01,William Montgomery,James Chavez,Nissan,Silverado,2015,25711,0.086379615,2220.91
2023-05-01,Angela Duke,Vincent Watson,Chevrolet,Civic,2013,22825,0.061511685,1404.0
2023-05-01,Virginia Perkins,Jamie Holmes,Chevrolet,Silverado,2013,44065,0.117781544,5190.04
2023-05-01,Charles Walker,Beth May,Ford,F-150,2019,34837,0.140119646,4881.35
2023-05-01,Maureen Garcia,Amber Adams,Honda,Silverado,2013,25946,0.109220997,2833.85
2023-05-01,Andrew Hawkins,Sheri Murphy,Chevrolet,Corolla,2019,33808,0.128147625,4332.41
2023-05-01,Edgar Bailey,Kelly Bullock,Honda,Civic,2021,18013,0.054790559,986.94
2023-05-01,Gary Carpenter,Stephanie Everett,Chevrolet,Silverado,2017,24820,0.083411123,2070.26
2023-05-01,Courtney Morgan,Kelly Thomas,Nissan,Corolla,2016,36944,0.136639295,5048.0
2023-05-01,Deborah Espinoza,Robert Anderson,Honda,Corolla,2018,30498,0.095897063,2924.67
2023-05-01,Christina Bailey,Miss Frances Frey,Toyota,F-150,2015,42333,0.126099835,5338.18
2023-05-01,Kristina Little,John Ramsey,Toyota,Civic,2018,11816,0.056403931,666.47
2023-05-01,Steven Williams,Hannah Mann,Ford,Altima,2021,41970,0.058481543,2454.47
2023-05-01,Vincent Hebert,Tina Powers,Chevrolet,Corolla,2012,34776,0.1215782,4228.0
2023-05-01,Richard Hill,George Colon,Nissan,Altima,2015,40126,0.148080321,5941.87
2023-05-01,Amanda Valenzuela,Deborah Lee,Nissan,Corolla,2020,23417,0.051192123,1198.77
2023-05-01,Lisa Smith,Adrian Thomas,Toyota,Corolla,2015,46281,0.093719935,4337.45
2023-05-01,Randall Byrd,Kathleen Lee,Chevrolet,Altima,2012,33682,0.146631502,4938.84
2023-05-01,Brandon Davies,Ricky Wolf,Ford,Altima,2012,18272,0.115042313,2102.05
2023-05-01,John Hendricks,Alicia Boyle,Nissan,Corolla,2021,18843,0.126192401,2377.84
2023-05-01,Nancy Ware,Tina Gonzalez,Nissan,Altima,2022,29313,0.084097017,2465.14
2023-05-01,Melanie Hill,Kathryn Martinez,Honda,Civic,2019,25632,0.116454379,2984.96
2023-05-01,Timothy Williams,Rhonda Haynes,Nissan,Corolla,2021,40897,0.11430702,4674.81
2023-05-01,Kevin Smith,John Jones,Ford,Altima,2022,17003,0.136472442,2320.44
2023-05-01,Gregory Ibarra,Daniel Robertson,Chevrolet,Silverado,2011,24597,0.085342245,2099.16
2023-05-01,Emily Evans,Anthony Phelps Jr.,Chevrolet,Altima,2021,43405,0.07615426,3305.48
2023-05-01,Tammy Mills,Kelsey Pineda,Ford,Altima,2012,44200,0.129610965,5728.8
2023-05-01,John Hoffman,Lauren Kennedy,Honda,Civic,2011,34852,0.067534953,2353.73
2023-05-01,Stephanie Barr,Kelly Wagner,Nissan,Civic,2017,28390,0.071918906,2041.78
2023-05-01,Thomas Smith,Mrs. Kathy Bryan,Chevrolet,F-150,2014,23739,0.108106707,2566.35
2023-05-01,Mary Joseph,Kari Harper,Chevrolet,F-150,2011,44418,0.066987119,2975.43
2023-05-01,Ariel Gonzalez,William Sexton,Nissan,Civic,2013,29170,0.101728471,2967.42
2023-05-01,David Fleming,Kenneth Hart,Honda,Silverado,2018,26794,0.148371182,3975.46
2023-05-01,Kevin Cox,Troy Harvey,Honda,Corolla,2014,37699,0.085328638,3216.8
2023-05-01,Kelly Martin,David Mccarthy,Honda,Silverado,2012,13810,0.144298849,1992.77
2023-05-01,James Moore,David Williams,Nissan,Altima,2017,40564,0.113006833,4584.01
2023-05-01,Christina Davidson,Ronald Patterson,Honda,F-150,2019,41645,0.113013325,4706.44
2023-05-01,Jamie Swanson,Barbara Key,Chevrolet,Civic,2018,14459,0.098115138,1418.65
2023-05-01,John Paul,Michelle Guzman,Toyota,F-150,2014,38105,0.091099442,3471.34
2023-05-01,Samantha Liu,Kristi Cole,Ford,Civic,2015,41529,0.124896755,5186.84
2023-05-01,Michael House,Jason Ward,Ford,Civic,2020,30584,0.137853144,4216.1
2023-05-01,Gregory Boyd,Randall Johnson,Toyota,F-150,2021,23697,0.084960332,2013.3
2023-05-01,Carl Robinson,Gabriel Davies,Toyota,Civic,2014,30411,0.051494886,1566.01
2023-05-01,Kathleen Weeks MD,Matthew Simmons,Honda,Corolla,2022,38608,0.140024989,5406.08
2023-05-01,Beth Johnson,Rachel Beck,Nissan,F-150,2021,47225,0.140129833,6617.63
2023-05-01,Kara Richards,Melinda Lawson,Honda,Altima,2018,21356,0.114916336,2454.15
2023-05-01,Michael Kim,Lisa Miller,Toyota,Silverado,2014,14240,0.066431924,945.99
2023-05-01,Hannah Page,George Russell,Toyota,F-150,2019,26954,0.080718904,2175.7
2023-05-01,Veronica Jones,Jennifer Smith,Ford,Silverado,2012,12756,0.111593706,1423.49
2023-05-01,Amy Jimenez,Rodney Mercado,Chevrolet,Corolla,2011,22459,0.110654419,2485.19
2023-05-01,Cynthia Patel,Kimberly Ingram,Ford,Altima,2013,11813,0.053017301,626.29
2023-05-01,Benjamin Bailey,David Allen Jr.,Ford,Corolla,2019,49855,0.052357368,2610.28
2023-05-01,Charles Elliott,Victoria Sheppard,Toyota,Civic,2011,44318,0.062564628,2772.74
2023-05-01,James Whitehead,Andrea Anderson,Nissan,Silverado,2015,12285,0.084581091,1039.08
2023-05-01,Samantha Tyler,Steven Elliott,Chevrolet,Silverado,2010,18338,0.071779735,1316.3
2023-05-01,Lori Gonzalez,Darren Brown,Chevrolet,Corolla,2015,38555,0.106295624,4098.23
2023-05-01,Dawn Bush,Briana Ryan,Honda,Silverado,2013,11275,0.141916511,1600.11
2023-05-01,Luis Arnold,Ashley Thompson,Chevrolet,Corolla,2012,30054,0.120641166,3625.75
2023-05-01,Justin Harper,Robert Roberts,Chevrolet,Civic,2012,49276,0.065776767,3241.22
2023-05-01,Samuel Jones,Susan Owens,Ford,F-150,2019,40591,0.080307005,3259.74
2023-05-01,Melissa Williams,Jason Nelson,Chevrolet,Silverado,2010,10151,0.11680534,1185.69
2023-05-01,Carol Stanton,William Harding,Chevrolet,F-150,2015,16489,0.099090168,1633.9
2023-05-01,Natalie Martinez,Gregory Patterson,Ford,F-150,2022,11782,0.068372107,805.56
2023-05-01,Timothy Hawkins,Madeline Rose,Ford,Silverado,2017,32092,0.117296921,3764.29
2023-05-01,Timothy Rios,Kimberly Shaw,Chevrolet,Altima,2019,31551,0.10045174,3169.35
